business id,stars
I4c6K29bATfpMaM6uViLRQ,1
1-Z6tVozu4v1JHzlg8x4kA,3
bPh7M1vos_V-g8_s-eHaNA,2
gOdxnf4C3xiTpEnY66hVlQ,4
wqFkAsxYPA5tcdSkYMtrrw,2
-7weOHmN5s487aq-7zMbtw,1
uYoSb2rNi77LMQZ-Nn1Epg,5
DBgzDMacCKux25bA2tr15A,5
7LIxuMlLsQp_znezKPBRaA,5
mIoTQ6CyAL7FCpYYmCDuzQ,4
#NAME?,2
hSiKKBNy8cngY0AqXwuAkQ,1
8a4ScB2OYz8uVtp1PWP5jg,5
i0fAxbw4h4hMQYcitrAijA,5
CAhoEZPcAEvBSoCxn_fAjQ,3
8p_h4EUe27Tf-d05dyy9_w,1
IFlUDCzCdyNzO9I0ZMJB6w,2
rTicAE1mbLnyMuUrUFD6WA,5
h4U3h1RbgLvHl0fKSSUhPA,1
WvuBDIZTmQGfoTAgW-pNPw,3
dv2LfEn4p3ncG_1jYIoZ7g,1
f-Nk4rNCmJhYom1_6RdWqg,1
zlpLjbwrKuNs8zROgB_qUQ,3
FhgAHo-8--equM8w5UZ41Q,3
jhNV1xO2q1_61REv2YQAtg,3
GJvh9J3Isdn2N4I_3j7OfQ,3
ZdoOb8DmUc4sEBs0j9pnPA,4
m-Wd-chohaj1UDSO5am3Qw,4
w4EX3F0KjJIXL7O1fFWXJw,1
8o6t_zjBNl5p_Hp6StfRbg,1
EJ1ylC8DScIqMxO-8vGipg,4
luJ2N0iMnfmqmj4ksl58HA,1
FaCxpKgHPgUO9vqyOny5CA,5
rBov6r5SySep-XMYayAITQ,1
U1DbgcYqCv2bQ-93J4ATLg,2
dVbZ0xbkwl8BWiqaDS0t-w,1
PxJXsLv6cad2YJAwj_LfAw,4
SvUvVEr9cTjS-PJQ9MuckQ,5
6MVXSeG_hUfrD8kkVXSYYg,2
noSITPl7XYnWGAZWf_0tjQ,4
1r_US9IbVv7gCK1_HCz8ww,2
aXnWWp6Reaep4-0iKWlYHQ,4
K7QRkS7HZDEDMkndYf0OSQ,5
I54BYLDWfI3cC7Ehjb18Mw,4
tuv-XKXejzGNzkRqNFCKiQ,4
pGqIAjF_Ss2-yGznqg03_w,3
y-1sMhUMubrHWdIW4FaE8w,4
wtDLILBaj5BGEbYvWGfNUw,5
G8WVrozcBBKZozhU7Gf6zA,3
xX2uM2EIeR03KrGBCrOrcA,4
n-zs5Cxn8MeSVPtodzvqIg,4
n4uDGwRGtJ3vW2Adbha_wg,5
a7_loah6BE8V9nJY3tt36g,5
vWVDTdYE1TFDWsby9klJ2w,5
A7glw1TI5YmoIQWoMhONpQ,1
k0wkhJXCW-AOotS_hRunUg,2
6yGSXuQdqsLiOZkOmd1Jsg,5
3gyu8jfS0V0XOQBJOMOn8g,3
qNcgI0ENsfX80mP-u33B9A,4
3_iktCOnhHho1P4bJ2VHZg,3
oXMvjbVKKr629a2FTxXtJA,4
nZ4uuPHq0QLM5DwI52aO3Q,3
#NAME?,4
bY8K4r_RGOm_1cspCOKdPQ,2
hTymgMW2hA4TW1nzV9NW2Q,4
vCD4a4nLeafjsNImVrCKXg,3
1BCTS8QRO-g1FH_TaP2tBA,3
0h5yI6np7weAVH0jsjHqPw,2
d_tubLVx2pnTZXvXFfcOeQ,3
N_AKBS5GxZsSe9ofWkHsIQ,4
X-ZAD3eMkThGL9hrKdQooQ,4
cl6Dv_bZ2AX2gNSVBywvlw,2
zWHcL5wQz5hU4Ee4fPN2YQ,4
cXCLIvD481-w4Y6JG1SKtA,2
WLCdg4ib7-_7b8epoXRjAw,2
5rEI3Pcp9Cika9JsPm0VkA,5
s8zbUEaXHkfDk_URBAIauA,4
VLzlbpiKMbTC0iRN6RP72Q,5
aZgOdGn3O_fP2OUr5ATqiw,3
2Mp53KxlGeZJkodTuqpVow,5
NFaA4MmgnS0u0uWCGGSHMA,1
cUwNW5NEua_yMcAx-X2sMg,3
mQu7eyqk4GAsfcfTadlqMA,4
M4vHTtux1VDKA_KC5I_JOA,4
MxzMn4UAU-Vt-x2lyEqcDw,5
cOZLg1c-UcB2Yj3baQDKkA,2
eF2jf-E5ktRQIh_4_-Jxsg,1
9o8HYFPMcoBFCXdsS0AvEg,1
AipRYo2T9Av3Tr0pVV_adA,4
Ffhe2cmRyloz3CCdRGvHtA,5
7dtzpuYYpZeg-kJj3yTcUQ,2
Kbba1E_X0cQNEYVA_bPQog,1
t_oa6AQg3ydpKHqz8wrkfg,1
xjlMlnxWqMd3FGODA_z1NA,4
WLixYfXWO1Q0b_L4PsQ-5w,3
e88VWa9xdHmSFdMZne9eLQ,1
#NAME?,3
-3D6AMz5nfIN6V4won4i-g,3
UzSXgaJjOrtdWATtzgPWqQ,4
x8i9K2iIT7MwHe1-5XC2CA,3
J9uTzttL9n9JkLHTUtBkzQ,4
UdTgTjN0bo9JNPNkECuMrA,1
CrwL7Y-jdzno4mmV7CN67A,2
9C2sU7YvSr3omPWpoCEetQ,1
Itc-dI_qZ696GExH1iAuRQ,5
M85y1RfSCyWZkWR-18YU1Q,3
2o8YsY97f73GnZgPtTNAvg,3
1d-bskPWu2zKZSEa2-4kfA,3
HTgwDseCmII-ScQhcmXWlA,3
T8RYWsSdGawIHEwIfcTNcQ,3
9ismhhkIPREHOo8tJi0ETA,3
2pWpFiaAY_RYqx-sVqLlRg,5
3Cct2X22fpUSK2ggyK1LYg,4
QhmxJJxzpEOleqU2E598TQ,5
pLu3rPwdD65FEeFMqYS-zQ,1
1RgX-EAQrGoPMvy9ntEXsw,3
Y6HtTvCiA-UwWXWRzTCO-w,4
KhvuMJpYNNySVxsu2o1eqg,1
CNklj3fFmwXL13AyvjfV5w,1
F-ShCqyx2QBgaBQltToMPQ,4
ZV1DPIxOWvYuU0lHPj7SDw,5
35Z23ZztQCsJdASRbU69Vg,5
JZwPJyoJnqlfjCsrnSUmNw,5
lIVnzVsyfp4ERI8B1xZEOw,1
j7Rgozl24WrmDeqFCCKwQg,5
qnFdBp12seAxwe2_iHM2bA,3
7M-QrQOCuvnnk_a-MySfDQ,5
5wyCSyKqUCjRZKDaWX_fmQ,5
FXCnmBZvK_7vaXOIv8txmw,5
dk7pJipvk5MNZotQd9suUA,1
6wkbvqm_vtkqgYrZcXfSZg,3
VwKAM8hAr1lj7Usm_79xnQ,3
#NAME?,4
SiKTElhCaJGhAdySd7JSHA,2
RAJLLaerVrrz4vqS3qex7g,1
8JF_9oLMjpndErFxOhxHng,4
4C0MGY5bvbk_YubDOW23Cw,4
E4JyAzB5_2quptwtemyhYA,4
yXF__agAgymm2o0S2tTz-A,5
soIfkcfwujR-Na1lprr-XA,2
JpyHiBZtQel1b0OuvRz_pw,5
dOkTJEHYu1CE9lWJ12x_MQ,4
9kAStaoQxMF2_ek8qsqQuQ,3
xkF-0GL_TKkU51xWpItBTQ,5
T2N8PkYIikg7z-jFrw8GPQ,4
o9IvrLWtTt5lCYqO-uiJLg,5
qgrHmYCDo6OxNNF-hKGJRQ,3
wzpXkllYc5pUWShoZyulKw,4
Uxh0fXFH_QQBivRnIBpdiw,5
_UZR3RZ56PnUO2ZpNba0Kg,4
B_v7rpwUV1mZf0VSCm1IQg,3
TvxvsiidWhxS5Uhbp6830w,3
JCOhsMp7XOR2-0ecwHn1dA,5
FPubDLRsgfCwSpGw_qZyUQ,3
yZnEwqTGpkrj_mga5zeZmQ,2
4x_LaIevRx1y_rVSGoEY8A,4
eOZiSu4_EuGf3Tha_lmUwQ,4
tKNu5QQDlQQnVe821KzwKA,1
5pMNyj77S1P3rrT69y1pkQ,1
m7MOE1YjGBkC76EpIbjCfw,4
j7TQLB-rQK6lu9AyPqlDeg,1
k8PmUlLzZQSTb2lxE1AlzA,3
B_M-U9KIbBka6eMyTvhzAA,3
tX6kAoxMCJjLU5BikGpUdA,3
L0d7r2zvjIaGCaj8fxJFRA,2
bJy-0_F6V7ZX4lz1yU1k8g,3
jyZqmlaziZKtPv8AVTzciw,4
OCal0YThkKYW10BL_rK_AA,1
#NAME?,4
eWk3TkAKMSm3BMoPOm6yzw,1
GPGgN0_7xFdB6gqwaMabOA,2
uRn3CpBkl_Em8hcKXSkTEA,4
vt2NMSbKpVN0r0HI6Az4bw,5
bm70T3sjcMj19-laZSfMDA,5
yfHYCkQaupRzWU8FIgxUPg,4
etguV_MsaalPtAIy999gPQ,3
78TC3sZSYBzBsSJ0z5pyhw,3
zcgArjObRzQRH6MaqTPDmQ,1
xWpy6al-9u02BZz00Kbbyg,5
IEqq2MDcOECKgdDO8oeL0g,1
XY0EnXHhMwmHpG7Pp1rU3w,3
QX5Y_BIxlMG3B3vV1zx1Gw,4
RwRNR4z3kY-4OsFqigY5sw,4
w3JBz9gLbZ0CKWQM07nONw,2
cdHqkN6Mi6Q5WlwgOyokUA,5
2z7xERz1Nonyw8Kjr4SffA,5
T-KniGykrZ46ZC9plOTspw,2
1brTMLsGLcsd5x6DWj8dEQ,3
hwAGo16Q9kY-C9RkGyzJNQ,1
2MnNaZcNG_2whC9NyL4qgA,4
_n3w5BK4-k7iXCWifCjUZg,4
HuSgA5afcUz14MjtJkcNSA,3
cz5vz-893D3LNH3TMQYR1w,5
kiGc-yk1z1JgqTq7t6CcwA,5
dyJK_XniS782sIhzWS7z5g,2
bTPwIYhcPG_kQGC0YRhC9Q,5
itNoMqRVItV-1gR8zS-uaQ,2
9i9XUompcpk03fsm0LiThA,5
j33FFt-XONn__Z4pghA7yA,5
uwlQWhtrqm8k7CZwrNtRsg,4
HMaxzaWhRg4d9g4e_gDtFg,4
R0SWtoj8DAAgrZ1ppm1zTA,4
UKmEEicyPHSiw3Nu-SrLMw,5
eXjVIX28LJ9HyadaeahmJw,3
uGCAHzEcSXAhRxtDv0M2dA,5
9-yRTZGbhNwvDhxRKqZmtQ,4
1XCIfbACa4PRX3BDXizWQA,1
NJDu9wztk9hHyBoBU2TBjg,3
ylC66QZbG0lQbggJFQYaqw,2
D-2eSknNE6-MRBB2e90xlQ,5
Cfj526DoysI9UvojIrRsUw,3
Mp4l7f83GtphC3iudYE-Zw,5
md4VDsJvyg4pbbGg91EqsA,4
C6K3bDXHYwqsG0TmavY2gw,3
AThUjgEmgHgVdD242hjsAg,3
a2sd-TK6b6kCud8Nf_30tA,5
bPIjpjmRE_eEOLBxXcHc0g,2
wPltTd0vAcOcDWIE8JhWVg,4
tNJgmbODR-N0qdPGy4Vsrw,3
zZTPtnO7TKRJAbwlcMIJhQ,2
QcyCiiyGZjVbx0X2_Dc4Cw,1
Em4F3_FDQ4rcHgNrvQRNKQ,4
-7HB0UjguXW8csOH9svG4Q,2
xOi9uv_9iGTjCUGqdGqyGQ,5
IdaI8orCy7pyu5mzEHaCVA,1
4rwV51N_tmDaIfu5uf-51A,2
ophXaBTA3IwZMfsPsaB6Xw,1
DxQqbRBE_9pNpO2L-GRT6Q,4
cWvBi4yg8LV3MQtOk5V2Mg,4
4eqq8XF5H8E9-Q2X2KVbbw,4
Kx0MUrNQ737s-VVElk6Vig,5
r1bQO_ChWm3amIfTsRbO-g,3
tQH_DyUIWYOHMD7CYg6-jQ,1
nQv0vv8OfgDr2cjsOTC75g,2
33aNXOprvIR-rtxKTUNBbQ,1
PiGd6nJRhbU3s7nP7XOE0g,4
0p27EjcNwTI7Ey4K_MNPww,4
6MXQUDbXjbQ8nOvu4bm9dw,4
VUADGMPLJoWqhHb1G4LIcA,5
hPCheDmQDna-2iiJ4c553w,4
GGxRuRw6Xo1Yb4JkgJP_rw,2
4YLmqAykXOTyafxwQwb5Hw,4
ajwGl90CuCZac3BKWY1ShQ,1
mRWNt7hxoFzo5XZaoSC7aA,2
6_KCUxu2kOgP-pRnSNXG8Q,3
V4Ml-Urzen74dieQD-QeKw,1
5SANr9BTMVe_-pe3QM3M-g,1
rqYOFPPrdwMYvSRpI4r3-g,5
1bXC3NewRsBL1gecvGXA-g,4
bLF_INz6frJTji3CVvKkuA,4
GbRN507iOJ6JOU-dixk-PQ,5
7mOWMhlibS62hedb1m5A3Q,3
hxLo_JFCyy9cWoPDmvUWgw,3
iu-OVqOibeZKyzHwubGYbA,1
REfM-TpPnDSpgAMB_puQbw,4
kbNXYS9HljjLf-X8WaaCCg,5
mn17fCH0XILV1tfveJHPRA,2
I6u-OhmI_IUltexEOSCKzg,1
0k86wivw8-PnvUJzO5kEqw,2
OFDywi_l7ox0745bvPhZBQ,4
0BjefkpgVu63rAmLysaMTw,5
Nm7puiFh38hZbPGSdXbGgw,3
tx_0mIXEr4TPucSYyfA2eg,2
ajxERYetbZnOJ1eOqik67w,4
MyJBf8vhDN1-7uWy8vrULw,1
b-bHa-ziECvPpp9AsTBlRw,2
7MSh06sMAGM5BU_yyCsSsg,2
N9noZs9OIQLF2F9TzI_ukQ,1
0Er73zeiiheinCo9OuOBuw,3
PJnLYU26wYp6TedhQ8PF8Q,1
30ABS1m4VpNI_AXSnQhO-A,4
EbgUkmDxPUa2fr0rc8EFJQ,2
4aGIU5eD6iTsmNqKVvlLOg,2
txJkOk-oY900paWJQVGdVw,2
Ejfl3uZKDbZPkmwW5rplJw,4
_YfwjvhsqDPLow4775ZFEg,2
OFcx6LpxK6c6h8c6FPPXKA,5
Dv0OHpQSL4hOGl2KAEVvlA,4
ycA8dU9llhi5GghxTwOOlQ,3
KfY3avdRgbKFdRSC1kGBsA,5
SXfb2X6nTPC-IPhPiIi4Ww,1
utlpwpi27nKQ6TyWHdCFMQ,1
zfg_cw3tNVkd0xyU3eMGpA,5
pO1lsp8c9aBVlKmn1L9mOg,3
Qf6EnIzKqhXQg4YNkVAqHQ,5
WEQz73SfsAPNLdWjJTKU7w,3
Y7lpoA_lJ1rx3NNqHMgGwA,5
vCcnawY4Q41A1rlnxKBzkA,5
iXA3bCGD4HNhx81UC8CEhw,4
3LtH0YjJQGiIRSXI-SsKtQ,1
Ydo_fjixKeEmPtgHs8IPMQ,1
aHpsw58YOeHnoQt8Vn5O2w,3
R4vc89x0U1XTMYDVAv7cYQ,5
8S0WItfiVK24ys48FhcSsg,4
My2QvCasCZ8zFndebmLKSA,5
Gm---0O1y_4TAQAl5qKvqQ,5
RzIMWvmdAyedbRgjbfvABA,4
LPnbHWVedn2oX3WGkHOJSQ,1
7wQXbUU2Mwvivg9wmBlrkg,4
xoA1_vsxC0xD_fPgDZ2mbg,5
nkDSE-yhvLX4ij5fSzvb5Q,4
picCYFTCbz1Or7kBaS_A5Q,3
xu2I9EBWXV7SGHDbXA38iw,4
1HplwLVbBid-Bgw1sEPGFg,3
LM3DK2j8W8mmD5_zEEku3Q,4
ru35Z92NtGynsmw0iZDarQ,5
OdfyXNcJL83So2dcwM_wvg,5
pIC8VOa9pPvq6JI02DKPlg,5
agySn0Jacnul-OiiNV8Rrg,4
_kHEtMBckbAqxLUiyuQOuw,4
ViFDeMpfxe0EdIgOhX48Kw,1
Gf8Fuw6C1McAxxP40_WNgQ,1
m2QQNcBKeZIFYy16lVMogw,5
exysqt4RqxkF9I8Z2NEUsQ,5
USRXU4ASBAFSKhlk-KVrCw,1
XEKx5litKe1KkfJpqtmJUw,3
oC_TtWhvsUryC8Z6AiUUcg,5
Q6f-wJvMLbfcypKMJnad3w,5
ytk8XVFegCSdSBXLDZutpw,2
slaDHdZ6T09hPnpmp0SLIg,3
C1zlvNlxlGZB8g0162QslQ,4
KUdj08tVC3tvIT0rM6V8uQ,4
QQBPYU-egTk-8pIkroRThg,1
CJwLaiMZKkbPKyR9kx3cvw,5
ihDGggt-UFXKv0FJLskyDw,4
13ngZbrJVhnngzhc-MlXYg,5
KUZykABD2mpdzgsd5QTedw,5
7o2ohuxAwEh11pzXxGIYAA,2
AjJMzRFJjORg-TrpR4DIGQ,3
EIy-oqkd-ewkI1-C-AMclA,5
3Ib2IEkcd0INN0gcZj7wKg,3
Ol-IE8GDY3GVxUZbJiMZXQ,1
CXAC3Pfo7jaEciXZ2Bjgow,5
BL_XToDlqqpG5wTGORukMA,1
GkEC90SfZzNJd4RJ9tHU4A,4
8tKd_PdemW5A-6dCbZw9PA,3
R06MTQpLNdsnr5wrCkMXfQ,2
H6UYKqj0iO_hvvlM76nh0A,1
6OjvwgCocqmghcnau69upA,5
yZZaCLmVbsKqQAdjaszupA,2
f0L6nuOekGDsXBO6quxrUA,3
vHJel2jZ5ojlXqIEOETJHw,1
siXCBrVFOXicbM2R-33-8w,5
VmSkQsAjUtzJeliKeGQCOQ,2
lqfuUf0rybIcy0fyUOhWVg,5
TCWMgOiV0PxQkWE1SyBIWQ,2
8DPZWbP6gKaBsGoAFQkSaA,3
vDEmA4KkKgP5htnp9qMHbA,3
U0UnBjz9DugW2qRZputKBg,5
DOmVF9YKOvTkqjcgUwtOgQ,4
btXRyLueZbhL5yDQnhn7GQ,4
add5ccbbrMjIeFRI0-W57g,5
gXYevYIEOvyrmc7gd35qrg,5
9MK66QkfnTp6BxZudH9wxg,2
CveMVzeKGe-1_wEqLaOmAg,4
NeliCHhyXIHYVTnDyl7J1Q,4
VOhGHyRcLau12RpZXQVrHw,4
oZcbn7ENit23xbCsyu9xbA,1
e8t4epymmaQSdb1szLbTTQ,2
sAhKuHKCKu9p8gy9vVsXnA,2
AGGIwyjknfJV9ugLAkE0ug,4
9zCVPPA-HINPq6HrRxm_RQ,1
fSVq-hRt3enBlTyYuiIFyg,5
2QvqjUzDJZfeSmqp1LepEQ,2
V0DJ2gDXlKl11VJ75ZN0-A,5
3b14ebd1k9y7VJbp5hC0gg,5
dWw7M_JsAVUprR86--89ZA,5
kurQNrrkwE6F2G99n7noyw,4
#NAME?,1
HTlsBAd9j1wlWDHxnYczBw,5
XXRFIAK4EaRnb7kAuj_Cug,4
BJW6rCMoWcn8fDFhbMVyEQ,4
#NAME?,5
_rKz-rQPzUAIZWlUHCKgow,2
9GA2gmLV4NX2oJkuz6fdcA,3
ozwaP6iZvd89vHukBgRrmQ,3
UZ34XAw1GJ3chCOuKL69Mg,4
C3Q_yp1ylwXOvj8M-1-OLw,3
MuLF5vPE73lGydhv-6xbtA,3
xugW_-gf5yQyWZOYoOA3yg,4
VYkosZRlRjStOFqIB62orQ,5
dRT7tLyakasIjJ4B0Fm92Q,3
zP4AIAtAXfI0YK8TJmIlRQ,5
DoZnn9iFwXglLs8Smmvd8A,3
iemZJSKNBp8vx66CPBG79Q,2
cUNpXDD8AK0m-BFXTHM4BQ,4
4hC0-zfvly7g4gJWq6hPKA,1
uTKrt3rE4xgYyuiOtRWDvw,5
3cSe8U3u-rscNruJ6GofpQ,4
LlRX-efC5GYnFJxKupd3aw,3
_KuufwYUWh0dha08LoCVnA,3
x92N9BWbFJGf55wJS_QFZg,3
kR4NBNFf5SLpeAtZ-uPoPg,5
OMm3KPJkkbfq3SMXqhZ0uQ,2
KUFwCVmFjxiYSvhcJBqi8g,1
daNKquKlJrBZ8CIG9jxnVA,4
1mHcIfWIUO1i6K9st5atdA,3
M9uciMmlGmp79AP3xW9rTw,5
gaDAgdozCoSRN23WU4PolA,5
gErcz2Kqc-7E6b_JuU1VKg,5
eqEzYatIveI0wJO4iHKW_w,3
Sqwa2aNwnqCmc95gVWQ9bA,4
7WW0eu1kNgKODLowyhZfSw,5
g-ftCJsLjDZgYzrjUf7gng,5
BeDZUyWuT6IKRX5TpV5egQ,5
Ae5HnuMQY6IUbR3H2a8LlQ,3
g8CD2B-XrBnTM5zgoHneEA,5
Uv7dO93lwpq0MqGsu6-_XQ,1
02Ycww2etUAxorZb5gIM8Q,5
lHYevQRxHXGDDdTI0Fml8Q,2
Wq9yflrKX79xKiY__BvCoQ,4
OfUdebkNASvsqBJ-97cdHA,2
lq58IcwmMODhqyhC1EDMRQ,4
8MSzI-4KJHpGBLiILkrtVg,5
amYsBUq8cHsmvadFZ8Ky7A,4
tIRn9YlrJ4Y5IyHzY72i9A,4
2jpO09EGsPYimGKfpJWy6Q,3
qltrxd6_usFu1Q0mM5ZCNQ,3
U43OzcP2kav2ztzmKHPjFQ,2
GjZmO5sGxsxwfQpqy-DTvA,5
cL38u23Ez492pToB4xZZXQ,1
RuBvES8jUGqM2iemOg9Dfg,3
EQZHjgxpepRMnzo3hGdLMA,5
wYcCWaqjikA6DnLFBthj_g,4
XN2F8TWEEf_ZV_lpAuP7tA,3
I7HGSg1OfAbO9X-mbDYdxg,5
FcFBgOQuIShzoHG83h9Lyg,5
SkHMTJG0VICBpC-f4RhkxQ,1
HUKSww1V_p1y29_GODgc9g,4
e3NQwh7s5IAFMefnjfV8nA,5
8Z9kijurkcRurq3q3w7fPQ,5
KqSWho4bavZzNH0qQ5GnQA,5
RezXH89pch0vjsKesnkMuw,5
BZtNKLg1S9k8s6fYkR1quQ,1
6F3QLjJ6iHnK3AAGsoXwsw,4
ene88q-3oimuctVVHONEOw,5
6E0D-5wVjDJZQF8iA6k3ig,2
rv8g9vf8z-J1aXhRlzjTnw,5
k_CzraCoipAbJ0N5bwC3GA,4
OyKnPzSQUB_s_qET9ul1qA,1
9Z5lOHqPb0vt_MJTyk7bdQ,2
#NAME?,4
a4CCRl5Uo2vXfrVgpU6vmw,2
IHnh6sKnutS_7IRHguW0PA,5
i7VXx6AGmXtujc0kC1mUrw,5
AWOZ5PCaxW8KWQl0KJhTMA,2
#NAME?,5
2xQexEwq1WQoNeSTyrUTEw,4
qIF_4ChsmJkCvqVQv_qi-g,4
t43XJ7we7RugvqM5ytr_WQ,1
5QOCyPAbL3SkukGtcojr3g,5
gDyOfw49K5Sr4-vKVVwDfA,1
v4dMYtyjeYmx_YAanhsFjw,1
u03fkCkAqGZsHPTBXuJz0A,3
UjXAQonb3Yoes27vF4meRw,5
NuT1ejKruFnBFQWC6Xg82w,5
7e3PZzUpG5FYOTGt3O3ePA,1
oDxvrLYe5SiQKdJlGhheoA,5
Ga2Bt7xfqoggTypWD5VpoQ,5
dBWhE4JwGbRLSu-Rps--9w,4
1kqLZp0_FEMHGx-W4TjTLQ,4
DAjL3wbT4Mrh0OcAFU-iLA,5
K1Sw-LYLi5SeXzirmEhZzQ,5
txmSZpGKd6_zY3IHABPm5Q,5
m-17i76r4AnKAoQ6HZZ-5g,4
3C0zSf3FJAIxSdL1Njfysw,5
5ecBEnLsF75q706JlH1DUg,4
9ELnhtgMF8_h8Zky4A7BSA,1
znP9DJufKYJUjDuB24HO0Q,1
qX9dJb-xCLZBCS-IlXv8Ng,5
6E7heoeb5zO4iwKmqScVZw,2
BKixFkM5EVZUItxlO0Pn2Q,1
kYli-nDMENotoxZonriBLA,3
2vuAlukfUZf3vbHsexEeDw,2
TuEvuk5zyKcLXf5EmJWScw,4
3eJHF_6OdjjVy-84oKrt7Q,2
2-9wu090DJutG_MPUgPWQw,3
825nC-s-cQG6Hsul5Gm2cA,2
v1lOO2jjHwhoX2fySoDkVg,1
CUUcLheYIxjO643azprFxA,1
aarBX0VyJbjMACGCcMrfEQ,5
k-zr3rReFvYWz8vNyDpJMA,3
t6WY1IrohUecqNjd9bG42Q,5
W7DwXa_7LNmETFHSQJZ2Lg,5
Ixu0ou1_5mpEZbBtYXW_LA,4
lQuzqmiE4bfZb19mip9uPA,5
j1539puFZDzoGXPT1eTKzw,1
48vnBJK0B95JpO0_OMrTQw,5
pGu7YwnkIueer-3r3pkQdg,1
jhj-r7aH3AlJyVmGtcHi-Q,2
bLg02PdDwlQf4x-Ky2hsBw,3
5-Z7VmiTqD4ycnrxfBJGmQ,1
3_lhRRxEap2nC_HZAtXv6w,3
5F_uIksIlZnL4D_U9pvRrg,5
nDI9Je_wNqNKAntnDXfknA,4
xVHzCbDWCwmyavF5PgJRmg,3
vR9zwXbAUOwJ2sFSNjEvhQ,5
F56TiSa71Tk4PIQ0HN8oag,2
ll_ynzd5vHXqWzLJ4MNgIA,1
lSPeT8VY7ytY9BEe1wWcLA,1
DugcfgyM4DhDldK_jsF0Xw,1
bFUWmRKsCkborKVe6oaA5g,1
Hr0jdhjQm-_3aMWJR1TqTQ,5
_OAPdOJiAE-8ROsJPVPxYA,5
nKcAkb0sKbAyDqu3Qgh_mA,5
ujYrcaXEbxj3KH9r0-FgWg,4
eFrR9gj28Pj4VxdLBhO43Q,1
Nm6j_BNOFLiO_wRjPF9GBg,3
aslHHmeIaFDMZvF9ZTzGmw,1
VgeqvDJQaintYIh3Tl4j2A,4
FRRh6g0cpFqO3vMUGTlSMA,5
TcGmeeNvbcvnQVmVmlWxlA,2
1dhPgc7E7IzzpxjHM2LphQ,4
HSz7sKZBjJkishjxqUvOMQ,2
wOIHKVCNsf3WydjTL4DjqQ,3
EQ7PtG9GzraQ7kYi0j8geg,5
HBjjGbfBvZ1FU1AaUWyJYQ,5
6HQDB-FQlloN7p8MHqSveQ,4
54KjRndfvaibcrhbjR2qOg,3
MhiBpIBNTCAm1Xd3WzRzjQ,5
WvunDFSs2hJrPHVFqB6Y1w,5
#NAME?,4
XfO5MZI2lH1U2HsMnIsYzg,5
RUS5xdYjwstuNkKO8honsg,3
82kehL5xSvGbLYTmF_f2Vg,3
HXCCITejNvcqtjNQRHnMPw,3
B5E_Qp3R1q0oRlzbYaWIkQ,4
tWH9eZWiZM9-AaRXw0oCnA,1
HTAAMVDZ4P0VX5F9euJBoA,4
0-jZq2P4eN7fRdt4Ls1QZQ,2
aIDCm_31--whoSJl4LhEZA,1
NW7pgVTtAh7PSFq7S2LXiA,4
pAIy8b_fW0escRkppyUVEA,5
f4eUHYdkgfaOvi6rU-o7Kg,3
ebgu1HjoE5S45U7oKyq4sw,5
sXj4ZFR9SmftEDXOzmZscw,5
BLGo7Hnn6080YJHJAtifOw,3
7ReFxabYRuDBmx9Bdx7VMA,1
T0V7eP5mfrdmRG2RIhV0Tg,2
OlOe-kVpXQOk9pUBpHBFsQ,2
uFMOQUE4TsxEt7ifnblBpg,2
KzLjbXEDH1e1WrfzrrzZKw,4
GVDiXf00NUvqnF4YLY1muA,4
cQvybeyA9Zux0dlNp_YkaQ,1
Vx07da9O-Ur6W9rEcXqiZg,1
DTKCPfA-wFytT5sIQJz9jg,5
jWHE5BeEk3EInMuM46dhaA,5
fB8ri0_dhcezdeTVYdRGkw,4
t24NEAmx2PBVvC84lQmXwA,3
A-UC_QZwS1_gDB_masfJGA,3
zy-XZ2z_KmnISE1Gl99w1Q,3
qLUr-ZPGVJejkSXIUenw6w,3
p9WVPQVhVzbBh_KEWJ21Ug,1
UefV-nqjYP3EUzubgtrIAw,5
mlIWrR4wMNXydqjU3qUCVQ,2
U3dfIC7Zj8umDs__dDJl2Q,1
OB70e-aNxGagRuY0s0TLRQ,3
98xak1WOfnQVdVsulJLqPg,5
CnQWcO6qz5IPtpWZhoKfmQ,3
wPxfla_k8v7ofL7g-QcP8Q,5
xYeLEIWbG0IBnMGU2mWUBg,4
0umZMt2hvc85BQEJ81YP2A,4
SvHAczHxIJ00QlJ9ovQR8g,5
zTGxLMOd9crAz0XNzqrcrA,2
uFjq6Xn9HAUVpFz4cAr56w,2
UNVYKGIq6jwcAnP1sT7jgg,4
odJzhCY4-FqEvB82sNjNsg,5
8HycRNzRmhwEkZiMD8X9kw,2
5Rau1XtDY3X9Fk6V6lBKAw,1
7W9xF2zvFaaEXzy8msHGDw,2
8SyAXNW8OK9LtiRsIqlUhw,5
-1UMR00eXtwaeh59pEiDjA,1
qqs7LP4TXAoOrSlaKRfz3A,4
LWcn5_F8c5iDLvVCootw3A,4
pPbkSv9GCoNbGg9BiVP8Ag,5
PXWXarF6TBRSUzufpn_jzQ,4
GSdW7u4tcqQ8MyLFWpBiJA,3
sYn58NCTUB0bgv3nPEZOwQ,3
aYEuMDcx4Ct45TOK4YrOuA,2
6sOBPz69VLgIvNAY7dowOg,3
Er5XAY2UFGGqBHdqpeCFkA,1
zra20XPGVL9P3i5hMoKjig,5
_CsAbMnN5NgstsrmgymQFg,2
