business id,categories
JmKgz6n7zn24F-WkgT-kiA,"['Japanese', 'Restaurants', 'Asian Fusion', 'Sushi Bars']"
OyPWyqSC_dtLQsRJJhvlSQ,"['Music Venues', 'Pubs', 'Restaurants', 'Bars', 'Arts & Entertainment', 'Nightlife', 'American (Traditional)']"
qVTdawZS7POLgTJIaquOYw,"['Bars', 'Dive Bars', 'Nightlife']"
AT1bODcrWTKTRNZKRxO-cA,"['Cajun/Creole', 'Sandwiches', 'Restaurants']"
CiUQYLip2TvN9IcmLUM_mw,"['Restaurants', 'Chinese']"
yxJcVTwvHjuVtOKA3FCyYA,"['Restaurants', 'Greek', 'Sandwiches', 'Mediterranean', 'Vegan']"
15LVDu1_v97JEx-g97wnfA,"['American (New)', 'Pizza', 'Mexican', 'Restaurants']"
VbYtdUn1_HM8Hv4vxTEGQQ,"['Ice Cream & Frozen Yogurt', 'Food']"
5FVTSx9CIzvA3i3AOVaj8g,"['Coffee & Tea', 'Restaurants', 'Food', 'Cafes']"
XqnU7v40rpT-4O9b3deCag,"['Canadian (New)', 'Restaurants', 'American (Traditional)', 'Steakhouses']"
znBAFVFRMvdUvJ7eJY_vjA,"['Restaurants', 'Seafood']"
3f7N7QDKdwVMKQWC0enPcw,"['Sandwiches', 'Gluten-Free', 'Restaurants', 'Pizza']"
gZcph0QQElMcXR47W6N13g,"['Restaurants', 'Tex-Mex', 'Nightlife', 'Bars', 'American (Traditional)']"
#NAME?,"['Restaurants', 'Sushi Bars', 'Japanese']"
u8ndOBCi3qVK0QISbIzmuw,"['Nightlife', 'Restaurants', 'American (New)', 'Bars']"
CYeICxCmbdYbOEQxVS8_Gw,"['Shaved Ice', 'Food', 'Juice Bars & Smoothies', 'Ice Cream & Frozen Yogurt']"
X_tCV04LswnYY3APs6mBsw,"['Restaurants', 'Chicken Wings', 'Italian', 'Pizza']"
C28mF4Da5H3kd1NZR77yJQ,"['Nightlife', 'Sports Bars', 'Bars']"
pPyg8s0O8JB7bDCaCj398w,"['Restaurants', 'Beer Bar', 'Nightlife', 'Food', 'Tapas Bars', 'Bars', 'Breweries']"
D42-sxkmZy2fn4BkZaEkbA,"['Burgers', 'Restaurants', 'Fast Food']"
He5snolA_enC5_7JjurQ3A,"['French', 'Restaurants']"
WP1e-VmnTW2K0A9dMCF10g,"['Bars', 'Nightlife', 'Restaurants', 'Canadian (New)', 'Wine Bars']"
6wZBf3JN-v1_o8eyz2LCvA,"['Restaurants', 'Steakhouses']"
Y40U2KXA3v-N_h-9F8Y_aQ,"['Adult Entertainment', 'Restaurants', 'Bars', 'Nightlife']"
DS9q1a1rh0jiFfaIMoboOg,"['Mexican', 'Restaurants', 'Fast Food']"
q_B7QQi1FzmT4Axw6ZrnJA,"['Financial Services', 'Professional Services', 'Tax Law', 'Restaurants', 'Bankruptcy Law', 'Tax Services', 'Pizza', 'Estate Planning Law', 'Ice Cream & Frozen Yogurt', 'Food', 'Business Consulting', 'Lawyers']"
WGu4NkpuGdaUo-gHRO8qxg,"['Delis', 'Restaurants', 'Meat Shops', 'Specialty Food', 'Food']"
nNVkOU4VCJk866ixG9j95Q,"['Chinese', 'Soup', 'Noodles', 'Restaurants', 'Fast Food']"
b5uCtk5iUcdeSWBNAx40Ug,"['Restaurants', 'Pubs', 'American (New)', 'Bars', 'Sports Bars', 'Nightlife']"
nlssnslcQPqsTWBkgSG2WA,"['Restaurants', 'Coffee & Tea', 'Patisserie/Cake Shop', 'Bakeries', 'Food', 'Sandwiches']"
54LYVM1gCGQ2UVFK9QhgTw,"['Restaurants', 'Fast Food', 'Korean']"
VW33YWpe_zPGDEHN0cNQfQ,"['Specialty Food', 'Restaurants', 'Chinese', 'Food', 'Asian Fusion', 'Ethnic Food']"
rdGTFCzqtIOSsgpA8KR68w,"['Food', 'Coffee & Tea', 'Donuts', 'Restaurants', 'Breakfast & Brunch']"
DlYiFJgFIVwaaySuNn5eYw,"['Seafood', 'Mexican', 'Restaurants']"
gF_kjG2RU3lKZ7hg6wkVbw,"['Mexican', 'Restaurants', 'Fast Food', 'Tex-Mex']"
rloarAwOAiQWss9kdl41nQ,"['Restaurants', 'Sushi Bars', 'Chinese']"
phFP1PHyDIDFztq7wU_lyg,"['Ice Cream & Frozen Yogurt', 'Food', 'Donuts']"
3kdSl5mo9dWC4clrQjEDGg,"['Breakfast & Brunch', 'American (Traditional)', 'Sandwiches', 'Restaurants', 'Burgers', 'Pizza']"
3tTGJD-snCZs37FFM1jdkQ,"['Ice Cream & Frozen Yogurt', 'Food']"
WqL96qA0l3ewibg8j1U-0A,"['Food', 'American (Traditional)', 'Mexican', 'Hot Dogs', 'Restaurants']"
9waVnXiAIvpgUPT6tMTLuA,"['Venues & Event Spaces', 'Lounges', 'Party & Event Planning', 'Nightlife', 'Wedding Planning', 'Dance Clubs', 'Restaurants', 'Bars', 'Event Planning & Services']"
MohTx0z3LnzAnr0bIsstHQ,"['Breakfast & Brunch', 'Nightlife', 'Gastropubs', 'American (New)', 'Restaurants', 'Cocktail Bars', 'Beer Bar', 'Bars']"
Gb0aWCdd39TmImy2ZTlwUw,"['Sandwiches', 'Restaurants', 'Barbeque']"
1cGyzWtfOoDiE8V0OR85yA,"['Food', 'Creperies', 'French', 'Restaurants', 'Desserts']"
P7r8DnVRIVfEhwl14x7zbg,"['Chinese', 'Restaurants']"
h4GIdwfCp0Zzf46q33UWEQ,"['American (Traditional)', 'Barbeque', 'American (New)', 'Restaurants', 'Southern', 'Soul Food']"
YlXLRk1EoltRbBQBLZCo-A,"['Brasseries', 'Bars', 'Breweries', 'Tapas/Small Plates', 'Nightlife', 'Burgers', 'Restaurants', 'Pubs', 'Food']"
9jII6Il9Phzm6cobNexo7g,"['Bakeries', 'Restaurants', 'Food', 'Specialty Food', 'Seafood Markets', 'Grocery', 'Delis']"
y2QENZ0Rre4EOveD0iFpBQ,"['Salad', 'Canadian (New)', 'Restaurants', 'Food']"
5UH5pP7rKi3idkUUzoiXyA,"['Japanese', 'Sushi Bars', 'Restaurants', 'Seafood', 'Salad', 'Sandwiches']"
zG3GJiIrF01bwgP0tQdkZg,"['Restaurants', 'Sushi Bars', 'Chinese']"
PI7DcaLG4mZqWfl4bfLQTw,"['Cupcakes', 'Food', 'Bakeries', 'Desserts']"
a5AMQU423_e4n1AP4URETg,"['Pizza', 'Chicken Wings', 'Sandwiches', 'Restaurants']"
sPPh1LJllyr5jUpKFTxxag,"['Mexican', 'Restaurants']"
wYVHHnA3ttwpbeyjNXopDQ,"['Ice Cream & Frozen Yogurt', 'Food', 'Coffee & Tea', 'Juice Bars & Smoothies']"
BHMY0sZXJ-6bjTT0V1ubEw,"['Fast Food', 'Mexican', 'Restaurants', 'Tex-Mex']"
mRBdT1H9kRmSUzIMD47mwA,"['Restaurants', 'Sandwiches']"
TcCWYYL6FxBTT6KrxabwRg,"['Mexican', 'Food', 'Restaurants', 'Street Vendors']"
arWSu95pE-EV4bZRTd-lTQ,"['Restaurants', 'Ice Cream & Frozen Yogurt', 'Hot Dogs', 'Food', 'Cheesesteaks']"
9xZ2AURznQzx1MwEWBFNQA,"['Food', 'Ice Cream & Frozen Yogurt']"
RqOgBMpKYdsEOmBVmFXe3g,"['Noodles', 'Ramen', 'Restaurants', 'Japanese']"
S37sKRRfkhFZRpxaYzWo_A,"['Noodles', 'Restaurants', 'Chinese']"
vWKx7aOkg1wYjMBF57jFrw,"['American (New)', 'Restaurants', 'Barbeque']"
cWr9OhMizMQFXLGuzFil7Q,"['Mexican', 'Restaurants']"
YqcgdLRoTwS74fPv-ZCRsg,"['American (New)', 'Bars', 'Wine Bars', 'Restaurants', 'Nightlife']"
FIs33y1BVzzcfrDDHh8O5g,"['Chinese', 'Restaurants', 'Thai']"
ggIWkJtgXHKnhdxRu338AQ,"['French', 'Cafes', 'Restaurants']"
Tuu_B0QGo7SQUuXW_Nd4hg,"['Sandwiches', 'Pizza', 'Restaurants', 'Middle Eastern']"
hP-OZ5NjUNePo8FMkODfZQ,"['Restaurants', 'Community Service/Non-Profit', 'Local Flavor', 'Local Services', 'Cafes']"
h84tU6REsM1VzyUCP0Ss7Q,"['Restaurants', 'Mexican']"
1DedueD53YsKcpqMWPIe9w,"['Restaurants', 'Nightlife', 'Breakfast & Brunch', 'Mexican', 'Bars', 'Sports Bars']"
Xp46hv8TxejNDGbJJ2cfQw,"['Sushi Bars', 'Japanese', 'Restaurants']"
jZiCSq7znfzf-0Nu9FEJGg,"['Sports Bars', 'Music Venues', 'Cocktail Bars', 'Bars', 'Soul Food', 'Caribbean', 'Restaurants', 'Arts & Entertainment', 'Nightlife']"
Lo_Bq5iTWHBiotOSkssIlw,"['Bars', 'Nightlife']"
gDQlaDRAjsCx2p_p6oJLjw,"['Restaurants', 'Chinese']"
dGuQLP6T2Jg3IIES8Lb2bA,"['Sandwiches', 'Restaurants', 'Food', 'Soup', 'Salad', 'Ice Cream & Frozen Yogurt']"
kmEpq_OcZKMzPY1TApZbsA,"['Food', 'Ice Cream & Frozen Yogurt']"
E-pB9yzKnA3kz1cB1zpr6g,"['Nightlife', 'Pubs', 'Sports Bars', 'American (New)', 'Breakfast & Brunch', 'Restaurants', 'Bars']"
Xoahafjr-Hz9zLrodYvDBA,"['Restaurants', 'Hot Dogs', 'Burgers']"
QJS8r7COJYqVSzMGO8Us5g,"['Nightlife', 'Restaurants', 'Bars']"
u5EdUJeV4Lkkdn_bt05bmQ,"['Burgers', 'Restaurants', 'Chicken Wings', 'Fast Food']"
GYYi8zeccDoKYRYkCDzN0A,"['Food', 'Coffee & Tea', 'Donuts']"
pXSB-d92m5aqdV1PqXrrXQ,"['Sandwiches', 'Breakfast & Brunch', 'Restaurants']"
0qpghEyCncWjrsK80btMbQ,"['Restaurants', 'Mexican']"
QjEob2WSROiBPVjh0-BfxQ,"['Sports Bars', 'Nightlife', 'Bars', 'American (Traditional)', 'Restaurants']"
7dnXdS-vLMqGogRmTUi76A,"['Burgers', 'Fast Food', 'Restaurants']"
O6IX6oOymijaQF-vgzauJA,"['Restaurants', 'Sandwiches', 'Food', 'Specialty Food', 'Cheese Shops']"
hChPQiRlYqVaP_3r-HbfXQ,"['Sandwiches', 'Restaurants', 'Delis']"
kn1fdOii3QlMTr1ohB2JZg,"['Coffee & Tea', 'Restaurants', 'Food', 'Cafes']"
ONVn_LHEIdGldnyeR7pl8w,"['Mexican', 'Restaurants']"
tviTB11xZ1kAGaVGkmct4g,"['Sandwiches', 'Breakfast & Brunch', 'Food', 'Coffee & Tea', 'Restaurants']"
QOmojzu24dTI2coPjOtu2Q,"['Chinese', 'Restaurants']"
e8otDyZGM60F5Js1Ew1m5Q,"['Restaurants', 'Barbeque']"
W4PkdKcGXYM3Njo_Y9pPHg,"['Indian', 'Chinese', 'Halal', 'Restaurants']"
I9Dwxq-6jzYbmEpc8BYQaQ,"['Restaurants', 'Seafood']"
oXtNK3A31VrWb43gLnEPdA,"['Latin American', 'Seafood', 'Restaurants', 'Nightlife', 'Bars', 'Peruvian', 'Cocktail Bars']"
FpkUmjM8fsrZyPH-okn2qQ,"['Restaurants', 'Steakhouses', 'Caterers', 'Event Planning & Services']"
i5v1yXxWTdn550cFArtgyQ,"['Pubs', 'Bars', 'Nightlife']"
zYn8m5x3CXYYb1bLjcyrNw,"['Restaurants', 'Vegetarian', 'Indian']"
qtOr_IACwutkv0JwRhogYw,"['Steakhouses', 'Restaurants']"
6SAfQKe2oM5g_EtcYXyAMg,"['Japanese', 'Restaurants', 'Ramen']"
zcsBSu5ihIfaVSWIvdMRzQ,"['Nightlife', 'Bars', 'Wine Bars']"
joBTzKZqs7o3t0u4lQfx_w,"['Burgers', 'Fast Food', 'Restaurants']"
dHLkczYVVrBCWqv1xUj9kg,"['Lounges', 'Music Venues', 'Bars', 'Arts & Entertainment', 'Nightlife']"
4phaS0fEhzivVQ-Jyv1Azg,"['Burgers', 'Fast Food', 'Restaurants']"
94M9mXM8-vRkPp7N9NR3RA,"['Donuts', 'Food', 'Coffee & Tea']"
LkQHuNH8eehq57aySndVow,"['Food', 'Ice Cream & Frozen Yogurt']"
APoJIN6NYdgzgb9zVGt6jg,"['Restaurants', 'Delis', 'Coffee & Tea', 'Food']"
urPV81KJZZVTaZ8_JU71_w,"['Breakfast & Brunch', 'British', 'Restaurants', 'Bars', 'Nightlife', 'Gastropubs']"
Mp50uBWoZAXqSjaIZB7iow,"['Mexican', 'Restaurants']"
pCJorQE8rdmvvSNR49WS5w,"['Barbeque', 'Restaurants', 'American (Traditional)']"
bAlR0DN2Y4Lo_vSGJC1xLQ,"['Fast Food', 'Sandwiches', 'Restaurants']"
zOpfpJ0RcoUU_F9ROiQB_Q,"['Barbeque', 'Restaurants']"
qPz-Uq6CTp6pq8LtmpIe3Q,"['Restaurants', 'Japanese']"
Ti9qe7c08wWfeSimdqlI3Q,"['Salad', 'Soup', 'Restaurants', 'Food', 'Juice Bars & Smoothies']"
kSIvxL9F9zggPIqPGU-WEA,"['Sushi Bars', 'Japanese', 'Restaurants']"
F3xksTtZUfanOcLQqJn0eQ,"['Chinese', 'Restaurants']"
sGLFQ4xLg9gJADTwkCI0mQ,"['Food', 'Delis', 'Restaurants', 'Butcher']"
WIT9QNiSIFqoLbP1mKfVFg,"['Restaurants', 'Sandwiches', 'Fast Food']"
AmJ0GFlYCAap-vGYxv-OJQ,"['Nightlife', 'American (Traditional)', 'Bars', 'Gastropubs', 'Restaurants', 'Breakfast & Brunch']"
t1w-AqAHPL-apnKtoboodQ,"['Arts & Entertainment', 'Juice Bars & Smoothies', 'Music Venues', 'Nightlife', 'Food', 'Sandwiches', 'Coffee & Tea', 'Restaurants']"
Tni0_r0gWEEGlHSVlhDysA,"['Restaurants', 'Mexican']"
P3LC20iTwxv7CicqgNUXzA,"['Pizza', 'Restaurants', 'Salad']"
cFmranpzNq60YuAJDwCWVQ,"['Chicken Wings', 'Food', 'Food Delivery Services', 'Restaurants', 'Sandwiches', 'Pizza']"
v5nuLjQWbDOz7a7JHL7QTw,"['Seafood', 'Restaurants', 'Caribbean']"
ZRLmQ3oAuspAkk5R6BOfyg,"['Caterers', 'Event Planning & Services', 'Bars', 'Nightlife', 'Restaurants', 'American (New)']"
lYUV48sb2mdJsyd3TgYzbg,"['Chicken Wings', 'Restaurants', 'American (Traditional)', 'Burgers']"
eJ0kWgojWvS1IunOpzyfWg,"['Sports Bars', 'Nightlife', 'Restaurants', 'Bars', 'American (Traditional)']"
b04Z16vAIzzk2CAeDLBmYA,"['Delicatessen', 'Specialty Food', 'Barbeque', 'Food Trucks', 'Food', 'Restaurants', 'Meat Shops']"
3ECiKRkd3KXO48GdDTp_8g,"['Restaurants', 'Fast Food', 'Burgers']"
iZyfmGeCF0KRdwq4YH5KrA,"['Mexican', 'Latin American', 'Restaurants']"
O7XvKvc1JQqfl4Z-T28yJA,"['Restaurants', 'Fast Food', 'Sandwiches']"
_y6D2jXsM5S7hWHcIy2NoQ,"['Sports Bars', 'Bars', 'Lounges', 'Sandwiches', 'Nightlife', 'Restaurants']"
Wl33gUSRNpWth-Z5li4JwQ,"['Ice Cream & Frozen Yogurt', 'Food']"
RwHE2Rt-DHlwWuxFLjPbgA,"['Mexican', 'Restaurants']"
LAuun9IU8pEC-vUcGwBX_g,"['Food', 'Restaurants', 'Burgers', 'Nightlife', 'Salad', 'Steakhouses', 'Barbeque', 'Beer', 'Wine & Spirits', 'Bars']"
BgKZkKE0Xd4Lqd6QMSK14w,"['Lounges', 'Bars', 'Restaurants', 'Nightlife', 'Dance Clubs', 'Italian']"
8z_O9Km2jkDneS8s8Gx7hA,"['Nightlife', 'Pubs', 'Restaurants', 'Food', 'Canadian (New)', 'Seafood', 'Bars']"
vKKSF1_1JNnRMaoNPQb5Lw,"['Nightlife', 'Pizza', 'Bars', 'Restaurants', 'Italian']"
lepAu9fXw5R93v0b6mj3vQ,"['Restaurants', 'Bagels', 'Sandwiches', 'Food', 'Waffles', 'Breakfast & Brunch', 'Delis', 'Bakeries']"
dR7x93Y8N8XRcDgAf-_nUA,"['Restaurants', 'Sandwiches', 'Fast Food']"
mbV5FSZjiUViAdwcYRY0Rw,"['Restaurants', 'Barbeque']"
NtdC-iaMHp8z8tMFOl6VYQ,"['Fast Food', 'Burgers', 'Restaurants']"
wpQsmMvdhefqIlxvRt_Jbg,"['Restaurants', 'Japanese', 'Tapas/Small Plates', 'Tapas Bars']"
WTGmtvIE1v9uEBZxiyXImQ,"['Vegetarian', 'Mexican', 'Restaurants', 'Latin American']"
KmD1proYTcRtnJnNBpK_KA,"['Bars', 'Nightlife', 'Lounges']"
y3EkxHO-qPODtzs_D6E7Rw,"['Barbeque', 'Restaurants', 'Chinese', 'Seafood', 'Dim Sum', 'Cantonese']"
nGEM7icTn4GPFCKb1q1rkw,"['Food', 'Restaurants', 'Delis']"
rK0Sz8xlX-ni_u_K9CQq-g,"['Restaurants', 'Cafes']"
ZsttjmFUQvZ2KOGyTRy6mQ,"['Soup', 'Restaurants', 'Salad', 'Breakfast & Brunch']"
zcVZc4SadqLgUHKWL2ZilQ,"['Caterers', 'Party & Event Planning', 'Food Delivery Services', 'Nutritionists', 'Food', 'Event Planning & Services', 'Wedding Planning', 'Health & Medical', 'Personal Chefs', 'Juice Bars & Smoothies']"
o_TPuqXuH-O_FbEkFNACUA,"['Halal', 'Restaurants', 'Asian Fusion']"
2yGA0OlMKeTG2B22hT9J7A,"['Fast Food', 'Breakfast & Brunch', 'Restaurants', 'Chicken Shop', 'Southern']"
ptyswTvKUS27RgNSypk50Q,"['Restaurants', 'Burgers', 'American (New)', 'Bars', 'Nightlife', 'Salad', 'Pool Halls']"
6oVNFn3u-pkJAnDRqlckSg,"['Desserts', 'Restaurants', 'Ice Cream & Frozen Yogurt', 'Cafes', 'Creperies', 'Food']"
qKY8-WEvvNAhxGI7onZexA,"['Bars', 'Nightlife', 'Tex-Mex', 'Restaurants', 'American (Traditional)']"
IXP6VfjiUFIRiRbZjeUulw,"['Szechuan', 'Restaurants', 'Chinese']"
1e7hOSI9GEE-dTxIcA3c0Q,"['Food', 'Breakfast & Brunch', 'Restaurants', 'Cafes', 'Coffee & Tea']"
fLxn7nVQzESaIqrFLsjEbQ,"['Seafood', 'Steakhouses', 'Restaurants']"
7uQgityqvjoJI-T5ZHSGag,"['Ice Cream & Frozen Yogurt', 'Food']"
1_SHlZM-drHwG_PiMe_3uQ,"['French', 'Grocery', 'Food', 'Caterers', 'Event Planning & Services', 'Venues & Event Spaces', 'Restaurants']"
AmmOWRBeuShn17Va8GhNYw,"['Ice Cream & Frozen Yogurt', 'Food']"
CBb7z-MTbkzBvsUHBDqxEg,"['Steakhouses', 'Barbeque', 'Restaurants', 'American (Traditional)', 'Seafood']"
N3u7ZIW2b53vKDoWCfazWQ,"['Cafes', 'Burgers', 'Pizza', 'Restaurants', 'Sandwiches']"
pXDqO2_XazXMR3tk4y4SvQ,"['Restaurants', 'Food', 'Cafes', 'Coffee & Tea', 'Bistros']"
ZsjmdtVDm42BVAGqmuoJ-g,"['Restaurants', 'Mexican', 'Specialty Food', 'Food']"
hun1IpoFPWs7zoYyr_JtoQ,"['American (New)', 'Restaurants', 'Salad', 'Vegetarian', 'Specialty Food', 'Food']"
8nmY2GC0HkwNKh84ytbxWg,"['Cafes', 'Sandwiches', 'Breakfast & Brunch', 'Food', 'Restaurants', 'Bakeries']"
sW3oXGgDbbOC3YkiFKZNMQ,"['Mexican', 'Fast Food', 'Restaurants']"
Q8GBjqGjamI3b2ZaPQNa_Q,"['Restaurants', 'Greek', 'Mediterranean', 'Vegetarian']"
C0O6pwKFazk136PQuB967w,"['Restaurants', 'Pizza', 'Active Life', 'Chicken Wings', 'Aquariums']"
ZhdbnIScQfeYh9upMbK0lQ,"['Chinese', 'Restaurants']"
ZtEdhtbmBEoZN--g2h2mxA,"['Food', 'Juice Bars & Smoothies', 'Restaurants', 'Sandwiches']"
yCkBK7vE4KS80765vFE_OA,"['Food', 'Cupcakes', 'Bakeries']"
fxuzeYkPaBPVMWqANwA1WA,"['Nightlife', 'Bars']"
_n3Ze4mFjCHkMNaEQDe9oQ,"['Bars', 'Sports Bars', 'Pubs', 'Chicken Wings', 'Pizza', 'Restaurants', 'Canadian (New)', 'Nightlife', 'Breakfast & Brunch']"
IFj5l46-o-DWiJNexOAm3w,"['Middle Eastern', 'Vegetarian', 'Food', 'Mediterranean', 'Greek', 'Restaurants']"
5Pd6YEGn-iAcJf9BM484UQ,"['Restaurants', 'Fast Food', 'Chicken Wings']"
9RsIfJvThEwSgCXdTOPieQ,"['Pubs', 'Nightlife', 'Bars']"
mAplaiZdCO9mN-lXXTeU5Q,"['Delis', 'Sandwiches', 'Fast Food', 'Restaurants']"
rbbcyLXhGzIr0j4XNLdayw,"['Event Planning & Services', 'Fast Food', 'Chicken Wings', 'Restaurants', 'Caterers']"
AW_d5hMf7sI6yHrz4Ujv8w,"['Mexican', 'Chicken Wings', 'Nightlife', 'Cocktail Bars', 'Restaurants', 'New Mexican Cuisine', 'Bars']"
TKB6okE0QTgx8Bz6dyKjUg,"['Food', 'Donuts']"
RADloW1UROUn4FJFU4JJNg,"['Restaurants', 'Seafood']"
fRKqHIt0H0uLlD8deiY44Q,"['Sushi Bars', 'Restaurants']"
mX9wWpoz1x6-snTvxlIOOg,"['Italian', 'Restaurants', 'Seafood', 'American (New)']"
UIpxJVHnqXG3PN4RCguY6A,"['Restaurants', 'Fast Food']"
RZGnCM5qlDgNTREtfPwZCA,"['Sushi Bars', 'Restaurants', 'Japanese']"
XIcq5zKaAkGSN6cIJzBKRQ,"['Chinese', 'Fast Food', 'Restaurants']"
7dZjGbA0pKC0d1M3-j6VIQ,"['Nightlife', 'Restaurants', 'Bars', 'Scottish']"
ZGHynQJk7RagG2uNNAMynw,"['Restaurants', 'Burgers', 'Fast Food']"
SuBjXWCkIzf6IP6NpuEPAg,"['Nightlife', 'Bars', 'Pubs']"
HH0-DjaXAqlHurZI5YRO3A,"['Chinese', 'Ethnic Food', 'Specialty Food', 'Imported Food', 'Restaurants', 'Food']"
rjlAUHT8B6KhKAmkZqS1xw,"['Mexican', 'Restaurants', 'Bars', 'Nightlife']"
kYXnTyi3ucyxoswK9bvzCQ,"['Delis', 'Food Delivery Services', 'Sandwiches', 'Food', 'Restaurants']"
eMGjzls2aDlVzqJJ_0a49Q,"['Event Planning & Services', 'Caterers', 'Food', 'Italian', 'Food Delivery Services', 'Pizza', 'International', 'Restaurants']"
3ukqpcOyqv-KYLULRtEYEw,"['Chicken Wings', 'Sandwiches', 'Pizza', 'Fast Food', 'Restaurants', 'American (Traditional)']"
xahtvkGLbwU___3GMqmWUw,"['Chinese', 'Restaurants']"
k9RUMKASTB6QZ-NkfnN8Fg,"['Seafood', 'Bars', 'Nightlife', 'Wine Bars', 'Cocktail Bars', 'Restaurants']"
#NAME?,"['Food', 'Restaurants', 'Comfort Food', 'Desserts', 'Bakeries', 'Cafes']"
HcqI_ONIaXwzYR7cxFpdUw,"['Indian', 'Restaurants', 'Chinese']"
v5TTbYOaj4KewOtxQk48Jg,"['Pubs', 'Nightlife', 'Bars']"
7OaW_FuiE6jObsoCBDw7gg,"['Sandwiches', 'Restaurants', 'Bakeries', 'Coffee & Tea', 'Food', 'Cafes']"
nt4u1wSGcvxZL6e15oViWw,"['Dim Sum', 'Chinese', 'Restaurants']"
ysRrcDdb_sY9vnEFpneoFA,"['Restaurants', 'Cafes']"
86wtLylJ9fbVuXRy5WU3Zw,"['Vegetarian', 'Food', 'Custom Cakes', 'Cupcakes', 'Specialty Food', 'Patisserie/Cake Shop', 'Bakeries', 'Restaurants', 'Vegan', 'Gluten-Free', 'Desserts']"
zUHz-rUIR7FSvmP7bbemsA,"['Food', 'Restaurants', 'Ethnic Food', 'Chinese', 'Imported Food', 'Specialty Food']"
t53w4JlkxTau-G-TzhSWog,"['Restaurants', 'Sushi Bars']"
A3lgV--HMpjGzT5mpyLbJQ,"['Fast Food', 'Restaurants']"
o9lekFmrfgaj4jSQ0ovCBQ,"['Restaurants', 'French', 'Italian']"
gyPmHqIqC5-RAAy51oiafQ,"['Tapas Bars', 'Cocktail Bars', 'Bars', 'Nightlife', 'Restaurants']"
dhwfdfcnqpg9uUaXwZ3ejA,"['Restaurants', 'Soul Food', 'Seafood', 'Cajun/Creole']"
r6apfvgfl9lCFEjpnXnnxg,"['Vegan', 'Gluten-Free', 'Pizza', 'Restaurants']"
otyRCkvK6Kd8Gt2Va-EzDg,"['Noodles', 'Desserts', 'Restaurants', 'Food', 'Japanese', 'Ramen']"
749lGtWM9PsrWonlVY4W2w,"['Salad', 'Restaurants', 'Soup', 'Thai']"
jNhxnj9j_spThcSzJMaeTw,"['Restaurants', 'Chinese']"
E6sDwz_HCQXgZUZMNkjxEA,"['Ice Cream & Frozen Yogurt', 'Food']"
0txNpCq2YunZSL7jHIiGlA,"['Restaurants', 'Italian', 'French']"
CLSRz9E-HmQRDwV2_smoDA,"['Japanese', 'Steakhouses', 'Restaurants']"
LASaAPHCuJyay3BNtGwbyQ,"['Restaurants', 'Coffee & Tea', 'Sandwiches', 'Food']"
BYRGHW3nUd1KG3D3RUvaxw,"['Food', 'Breakfast & Brunch', 'Sandwiches', 'Bagels', 'Soup', 'Restaurants', 'Salad']"
hmXrKXhcD2n2s6fmb2wRFg,"['Peruvian', 'Buffets', 'Restaurants']"
EUxbuNT8BYPs_h0vVMy2pg,"['Mexican', 'Restaurants']"
Rh5lpMMmz7oEsakuFtWkiQ,"['Bars', 'Nightlife']"
Wj1yPG74S_vkCMspcSmH9g,"['American (Traditional)', 'Nightlife', 'Bars', 'Restaurants', 'Pubs']"
X9ZxpDLM1WlS36C2RwVaUA,"['Restaurants', 'Barbeque']"
0FSH-6mRF7DKjeI98snxrA,"['Noodles', 'Asian Fusion', 'Italian', 'Comfort Food', 'Restaurants']"
0owIRP_z5RcYKKmh5RnD7A,"['Specialty Food', 'Hot Dogs', 'Restaurants', 'Barbeque', 'Fast Food', 'Food']"
JXj3X8RMmVikVZGSWmh7ww,"['Cafes', 'Wine Bars', 'Restaurants', 'Bars', 'Nightlife', 'Breakfast & Brunch']"
ke0VibsrfCMh5FMWOLh1Ag,"['Pizza', 'Sandwiches', 'Chicken Wings', 'Restaurants']"
x3nZVmEyXIYu3z5_dfbvTQ,"['Restaurants', 'Seafood']"
eNeBda4br3HMg15-_jwokA,"['Mexican', 'Restaurants']"
Ta8nRU_oUzK60HlMWtayEA,"['Restaurants', 'Sushi Bars', 'Ethnic Food', 'Specialty Food', 'Food', 'Japanese', 'Asian Fusion']"
vFx__bMen1IMy0i7vNN-kg,"['Food', 'Coffee & Tea', 'Donuts']"
rXVaqUWo8UQ_-Cg6VfxSaQ,"['Desserts', 'Ice Cream & Frozen Yogurt', 'Food']"
0y6f35U9H8hMEq_6LV276A,"['Bars', 'Thai', 'Nightlife', 'Restaurants', 'Bistros']"
COCjOJfwhvWO8uMFZk-mOQ,"['Sushi Bars', 'Restaurants', 'Japanese']"
gANq4UePoyWdAdfPBUMELw,"['Restaurants', 'Caterers', 'Sandwiches', 'Food', 'Juice Bars & Smoothies', 'Event Planning & Services']"
9xAQPtjOf92wLjMHPWYEpA,"['Seafood', 'Event Planning & Services', 'Venues & Event Spaces', 'American (New)', 'Wedding Planning', 'Restaurants']"
QdO3ofR2axJJp92O0GYQ0g,"['Mexican', 'Tex-Mex', 'Restaurants', 'Fast Food']"
epy45cNXz4n7xnSBxjLmPQ,"['Grocery', 'Fruits & Veggies', 'Organic Stores', 'Specialty Food', 'Shopping', 'Health Markets', 'Gluten-Free', 'Food', 'Restaurants']"
bDAkngRX4-ci1sAJfMWDbw,"['Gluten-Free', 'American (Traditional)', 'Burgers', 'Restaurants']"
